"rep","arm","P_AC","P_AB","CID_mean","CID_median","TL_q05","TL_median","TL_q95","truthTL","nTrees"
1,"blind",1,0,0.0580098525105,0.065327902154394,0.529438456491704,1.15836370811259,1.56299454713416,1.16,176
1,"aware",1,0,0.0333639182651059,0,0.744873328952495,1.34916158938543,1.8702710418166,1.16,172
2,"blind",1,0,0.0866679830902976,0.065327902154394,0.377373660396566,1.30969690079414,1.6643323170532,1.16,172
2,"aware",1,0,0.113500436203659,0.100071935744237,0.558808152608367,1.31642842653504,1.65227164246233,1.16,180
3,"blind",1,0,0.0578663666898787,0.065327902154394,0.565689909708431,1.00365334693675,1.30051458845345,1.16,183
3,"aware",1,0,0.0547201746859176,0.065327902154394,0.430581373675273,1.05767821327891,1.40642518133339,1.16,183
