"char","type","pZ0_eco1","pZ1_eco1","pZ2_eco1","pAff_eco1","pZ0_eco2","pZ1_eco2","pZ2_eco2","pAff_eco2","pZ0_eco3","pZ1_eco3","pZ2_eco3","pAff_eco3"
131,"transformational",0.406091370558376,0.0101522842639594,0.583756345177665,0.593908629441624,0.431472081218274,0.375634517766497,0.192893401015228,0.568527918781726,0.351945854483926,0.0423011844331641,0.60575296108291,0.648054145516074
132,"transformational",0.61082910321489,0.0575296108291032,0.331641285956007,0.38917089678511,0.44839255499154,0.201353637901861,0.350253807106599,0.55160744500846,0.367174280879865,0.0541455160744501,0.578680203045685,0.632825719120135
133,"neomorphic",0.920473773265651,0.0287648054145516,0.050761421319797,0.0795262267343486,0.436548223350254,0.297800338409475,0.265651438240271,0.563451776649746,0.306260575296108,0.038917089678511,0.654822335025381,0.693739424703892
134,"transformational",0.333333333333333,0.00169204737732657,0.66497461928934,0.666666666666667,0.414551607445008,0.377326565143824,0.208121827411168,0.585448392554992,0.532994923857868,0.11336717428088,0.353637901861252,0.467005076142132
135,"transformational",0.421319796954315,0.0236886632825719,0.554991539763113,0.578680203045685,0.439932318104907,0.255499153976311,0.304568527918782,0.560067681895093,0.458544839255499,0.133671742808799,0.407783417935702,0.541455160744501
136,"transformational",0.504230118443316,0.0152284263959391,0.480541455160744,0.495769881556684,0.472081218274112,0.165820642978003,0.362098138747885,0.527918781725888,0.267343485617597,0.698815566835871,0.0338409475465313,0.732656514382403
137,"transformational",0.460236886632826,0.0236886632825719,0.516074450084602,0.539763113367174,0.38409475465313,0.483925549915398,0.131979695431472,0.61590524534687,0.38409475465313,0.0609137055837563,0.554991539763113,0.61590524534687
138,"neomorphic",0.707275803722504,0.164128595600677,0.128595600676819,0.292724196277496,0.472081218274112,0.338409475465313,0.189509306260575,0.527918781725888,0.598984771573604,0.260575296108291,0.140439932318105,0.401015228426396
139,"transformational",0.604060913705584,0.0321489001692047,0.363790186125212,0.395939086294416,0.480541455160744,0.223350253807107,0.296108291032149,0.519458544839255,0.353637901861252,0.0423011844331641,0.604060913705584,0.646362098138748
140,"transformational",0.55160744500846,0.0135363790186125,0.434856175972927,0.44839255499154,0.473773265651438,0.157360406091371,0.368866328257191,0.526226734348562,0.395939086294416,0.0473773265651438,0.55668358714044,0.604060913705584
141,"neomorphic",0.554991539763113,0.0321489001692047,0.412859560067682,0.445008460236887,0.463620981387479,0.135363790186125,0.401015228426396,0.536379018612521,0.120135363790186,0.0135363790186125,0.866328257191201,0.879864636209814
142,"transformational",0.666666666666667,0.0693739424703892,0.263959390862944,0.333333333333333,0.434856175972927,0.164128595600677,0.401015228426396,0.565143824027073,0.49238578680203,0.101522842639594,0.406091370558376,0.50761421319797
143,"neomorphic",0.524534686971235,0,0.475465313028765,0.475465313028765,0.426395939086294,0.412859560067682,0.160744500846024,0.573604060913706,0.666666666666667,0.128595600676819,0.204737732656514,0.333333333333333
144,"neomorphic",0.49746192893401,0.0169204737732657,0.485617597292724,0.50253807106599,0.49746192893401,0.328257191201354,0.174280879864636,0.50253807106599,0.424703891708968,0.516074450084602,0.0592216582064298,0.575296108291032
145,"neomorphic",0.397631133671743,0.027072758037225,0.575296108291032,0.602368866328257,0.455160744500846,0.243654822335025,0.301184433164129,0.544839255499154,0.453468697123519,0.038917089678511,0.50761421319797,0.546531302876481
146,"neomorphic",0.908629441624365,0.00338409475465313,0.0879864636209814,0.0913705583756346,0.370558375634518,0.560067681895093,0.0693739424703892,0.629441624365482,0.16243654822335,0.835871404399323,0.00169204737732657,0.83756345177665
147,"neomorphic",0.367174280879865,0.0219966159052453,0.61082910321489,0.632825719120135,0.451776649746193,0.225042301184433,0.323181049069374,0.548223350253807,0.407783417935702,0.101522842639594,0.490693739424704,0.592216582064298
148,"transformational",0.307952622673435,0.00169204737732657,0.690355329949239,0.692047377326565,0.417935702199662,0.38409475465313,0.197969543147208,0.582064297800338,0.353637901861252,0.0490693739424704,0.597292724196278,0.646362098138748
149,"neomorphic",0.39424703891709,0.0321489001692047,0.573604060913706,0.60575296108291,0.450084602368866,0.252115059221658,0.297800338409475,0.549915397631134,0.407783417935702,0.077834179357022,0.514382402707276,0.592216582064298
150,"neomorphic",0.544839255499154,0.27580372250423,0.179357021996616,0.455160744500846,0.433164128595601,0.331641285956007,0.235194585448393,0.566835871404399,0.411167512690355,0.16751269035533,0.421319796954315,0.588832487309645
151,"neomorphic",0.296108291032149,0.0423011844331641,0.661590524534687,0.703891708967851,0.417935702199662,0.257191201353638,0.3248730964467,0.582064297800338,0.44331641285956,0.0744500846023689,0.482233502538071,0.55668358714044
152,"transformational",0.482233502538071,0.465313028764805,0.0524534686971235,0.517766497461929,0.436548223350254,0.245346869712352,0.318104906937394,0.563451776649746,0.441624365482233,0.209813874788494,0.348561759729272,0.558375634517767
153,"neomorphic",0.424703891708968,0.0050761421319797,0.570219966159052,0.575296108291032,0.495769881556684,0.111675126903553,0.392554991539763,0.504230118443316,0.602368866328257,0.147208121827411,0.250423011844332,0.397631133671743
154,"transformational",0.715736040609137,0.115059221658206,0.169204737732657,0.284263959390863,0.429780033840948,0.348561759729272,0.22165820642978,0.570219966159052,0.473773265651438,0.135363790186125,0.390862944162437,0.526226734348562
155,"transformational",0.417935702199662,0.56175972927242,0.0203045685279188,0.582064297800338,0.439932318104907,0.160744500846024,0.399323181049069,0.560067681895093,0.355329949238579,0.0609137055837563,0.583756345177665,0.644670050761421
156,"neomorphic",0.769881556683587,0.0355329949238579,0.194585448392555,0.230118443316413,0.49746192893401,0.279187817258883,0.223350253807107,0.50253807106599,0.44331641285956,0.500846023688663,0.0558375634517767,0.55668358714044
157,"neomorphic",0.544839255499154,0.101522842639594,0.353637901861252,0.455160744500846,0.477157360406091,0.309644670050761,0.213197969543147,0.522842639593909,0.480541455160744,0.274111675126904,0.245346869712352,0.519458544839255
158,"neomorphic",0.294416243654822,0,0.705583756345178,0.705583756345178,0.411167512690355,0.140439932318105,0.44839255499154,0.588832487309645,0.382402707275804,0.0219966159052453,0.595600676818951,0.617597292724196
159,"neomorphic",0.306260575296108,0.0253807106598985,0.668358714043993,0.693739424703892,0.421319796954315,0.260575296108291,0.318104906937394,0.578680203045685,0.414551607445008,0.153976311336717,0.431472081218274,0.585448392554992
160,"neomorphic",0.499153976311337,0.0219966159052453,0.478849407783418,0.500846023688663,0.407783417935702,0.431472081218274,0.160744500846024,0.592216582064298,0.505922165820643,0.299492385786802,0.194585448392555,0.494077834179357
161,"neomorphic",0.170896785109983,0,0.829103214890017,0.829103214890017,0.450084602368866,0.160744500846024,0.38917089678511,0.549915397631134,0.294416243654822,0.0236886632825719,0.681895093062606,0.705583756345178
162,"neomorphic",0.140439932318105,0,0.859560067681895,0.859560067681895,0.451776649746193,0.357021996615905,0.191201353637902,0.548223350253807,0.311336717428088,0.0169204737732657,0.671742808798646,0.688663282571912
163,"neomorphic",0.796954314720812,0.116751269035533,0.0862944162436548,0.203045685279188,0.483925549915398,0.358714043993232,0.157360406091371,0.516074450084602,0.203045685279188,0.0101522842639594,0.786802030456853,0.796954314720812
164,"neomorphic",0.702199661590524,0.00169204737732657,0.296108291032149,0.297800338409476,0.326565143824027,0.0727580372250423,0.600676818950931,0.673434856175973,0.223350253807107,0.00169204737732657,0.774957698815567,0.776649746192893
165,"neomorphic",0.617597292724196,0.250423011844332,0.131979695431472,0.382402707275804,0.473773265651438,0.282571912013536,0.243654822335025,0.526226734348562,0.482233502538071,0.257191201353638,0.260575296108291,0.517766497461929
166,"neomorphic",0.602368866328257,0.277495769881557,0.120135363790186,0.397631133671743,0.455160744500846,0.302876480541455,0.241962774957699,0.544839255499154,0.392554991539763,0.116751269035533,0.490693739424704,0.607445008460237
167,"neomorphic",0.00338409475465313,0,0.996615905245347,0.996615905245347,0.43824027072758,0.307952622673435,0.253807106598985,0.56175972927242,0.279187817258883,0.0050761421319797,0.715736040609137,0.720812182741117
168,"neomorphic",0.120135363790186,0,0.879864636209814,0.879864636209814,0.433164128595601,0.11336717428088,0.453468697123519,0.566835871404399,0.191201353637902,0.00338409475465313,0.805414551607445,0.808798646362098
169,"neomorphic",0.0812182741116751,0,0.918781725888325,0.918781725888325,0.39424703891709,0.465313028764805,0.140439932318105,0.60575296108291,0.588832487309645,0.372250423011844,0.038917089678511,0.411167512690355
170,"neomorphic",0.0355329949238579,0,0.964467005076142,0.964467005076142,0.260575296108291,0.705583756345178,0.0338409475465313,0.739424703891709,0.428087986463621,0.546531302876481,0.0253807106598985,0.571912013536379
171,"neomorphic",0.368866328257191,0.0135363790186125,0.617597292724196,0.631133671742809,0.470389170896785,0.238578680203046,0.291032148900169,0.529610829103215,0.426395939086294,0.0913705583756345,0.482233502538071,0.573604060913706
172,"neomorphic",0.0795262267343486,0,0.920473773265651,0.920473773265651,0.433164128595601,0.165820642978003,0.401015228426396,0.566835871404399,0.111675126903553,0.00169204737732657,0.88663282571912,0.888324873096447
173,"neomorphic",0.61082910321489,0.130287648054146,0.258883248730964,0.38917089678511,0.436548223350254,0.253807106598985,0.309644670050761,0.563451776649746,0.44839255499154,0.0862944162436548,0.465313028764805,0.55160744500846
174,"neomorphic",0.673434856175973,0,0.326565143824027,0.326565143824027,0.44839255499154,0.2165820642978,0.33502538071066,0.55160744500846,0.61082910321489,0.0321489001692047,0.357021996615905,0.38917089678511
175,"neomorphic",0.693739424703892,0,0.306260575296108,0.306260575296108,0.423011844331641,0.143824027072758,0.433164128595601,0.576988155668359,0.133671742808799,0.00846023688663283,0.857868020304569,0.866328257191201
176,"neomorphic",0.121827411167513,0,0.878172588832487,0.878172588832487,0.490693739424704,0.140439932318105,0.368866328257191,0.509306260575296,0.565143824027073,0.22673434856176,0.208121827411168,0.434856175972927
177,"neomorphic",0.563451776649746,0.351945854483926,0.0846023688663283,0.436548223350254,0.482233502538071,0.313028764805415,0.204737732656514,0.517766497461929,0.49238578680203,0.292724196277496,0.214890016920474,0.50761421319797
178,"neomorphic",0.296108291032149,0.0101522842639594,0.693739424703892,0.703891708967851,0.363790186125212,0.456852791878173,0.179357021996616,0.636209813874788,0.519458544839255,0.165820642978003,0.314720812182741,0.480541455160745
179,"neomorphic",0.539763113367174,0.157360406091371,0.302876480541455,0.460236886632826,0.455160744500846,0.309644670050761,0.235194585448393,0.544839255499154,0.477157360406091,0.243654822335025,0.279187817258883,0.522842639593909
180,"neomorphic",0.445008460236887,0.0642978003384095,0.490693739424704,0.554991539763113,0.409475465313029,0.291032148900169,0.299492385786802,0.590524534686971,0.517766497461929,0.284263959390863,0.197969543147208,0.482233502538071
181,"neomorphic",0.0947546531302876,0.0050761421319797,0.900169204737733,0.905245346869712,0.445008460236887,0.274111675126904,0.28087986463621,0.554991539763113,0.517766497461929,0.238578680203046,0.243654822335025,0.482233502538071
182,"neomorphic",0.0558375634517767,0,0.944162436548223,0.944162436548223,0.417935702199662,0.153976311336717,0.428087986463621,0.582064297800338,0.429780033840948,0.0423011844331641,0.527918781725888,0.570219966159052
183,"neomorphic",0.0203045685279188,0,0.979695431472081,0.979695431472081,0.38917089678511,0.10321489001692,0.50761421319797,0.61082910321489,0.0626057529610829,0.00338409475465313,0.934010152284264,0.937394247038917
184,"neomorphic",0.182741116751269,0,0.817258883248731,0.817258883248731,0.434856175972927,0.0795262267343486,0.485617597292724,0.565143824027073,0.326565143824027,0.668358714043993,0.0050761421319797,0.673434856175973
185,"transformational",0.355329949238579,0.0101522842639594,0.634517766497462,0.644670050761421,0.406091370558376,0.331641285956007,0.262267343485618,0.593908629441624,0.539763113367174,0.194585448392555,0.265651438240271,0.460236886632826
186,"neomorphic",0.446700507614213,0.0676818950930626,0.485617597292724,0.553299492385787,0.382402707275804,0.399323181049069,0.218274111675127,0.617597292724196,0.456852791878173,0.385786802030457,0.157360406091371,0.543147208121827
187,"neomorphic",0.353637901861252,0.624365482233503,0.0219966159052453,0.646362098138748,0.478849407783418,0.304568527918782,0.2165820642978,0.521150592216582,0.223350253807107,0.0135363790186125,0.763113367174281,0.776649746192893
188,"transformational",0.560067681895093,0.0592216582064298,0.380710659898477,0.439932318104907,0.433164128595601,0.265651438240271,0.301184433164129,0.566835871404399,0.50761421319797,0.319796954314721,0.17258883248731,0.49238578680203
189,"neomorphic",0.431472081218274,0.00676818950930626,0.56175972927242,0.568527918781726,0.446700507614213,0.323181049069374,0.230118443316413,0.553299492385787,0.397631133671743,0.0626057529610829,0.539763113367174,0.602368866328257
190,"neomorphic",0.446700507614213,0.050761421319797,0.50253807106599,0.553299492385787,0.446700507614213,0.32994923857868,0.223350253807107,0.553299492385787,0.487309644670051,0.274111675126904,0.238578680203046,0.512690355329949
191,"neomorphic",0.685279187817259,0.0186125211505922,0.296108291032149,0.314720812182741,0.419627749576988,0.367174280879865,0.213197969543147,0.580372250423012,0.3248730964467,0.632825719120135,0.0423011844331641,0.6751269035533
192,"neomorphic",0.28087986463621,0.0372250423011844,0.681895093062606,0.71912013536379,0.470389170896785,0.230118443316413,0.299492385786802,0.529610829103215,0.445008460236887,0.101522842639594,0.453468697123519,0.554991539763113
193,"neomorphic",0.148900169204738,0.00169204737732657,0.849407783417936,0.851099830795262,0.477157360406091,0.362098138747885,0.160744500846024,0.522842639593909,0.326565143824027,0.038917089678511,0.634517766497462,0.673434856175973
194,"neomorphic",0.876480541455161,0.101522842639594,0.0219966159052453,0.123519458544839,0.402707275803723,0.517766497461929,0.0795262267343486,0.597292724196278,0.458544839255499,0.0186125211505922,0.522842639593909,0.541455160744501
195,"neomorphic",0.532994923857868,0.385786802030457,0.0812182741116751,0.467005076142132,0.385786802030457,0.211505922165821,0.402707275803723,0.614213197969543,0.514382402707276,0.206429780033841,0.279187817258883,0.485617597292724
196,"neomorphic",0.549915397631134,0.362098138747885,0.0879864636209814,0.450084602368866,0.307952622673435,0.130287648054146,0.56175972927242,0.692047377326565,0.538071065989848,0.274111675126904,0.187817258883249,0.461928934010152
197,"neomorphic",0.602368866328257,0.218274111675127,0.179357021996616,0.397631133671743,0.461928934010152,0.16751269035533,0.370558375634518,0.538071065989848,0.421319796954315,0.065989847715736,0.512690355329949,0.578680203045685
198,"neomorphic",0.598984771573604,0.397631133671743,0.00338409475465313,0.401015228426396,0.470389170896785,0.282571912013536,0.247038917089679,0.529610829103215,0.263959390862944,0.730964467005076,0.0050761421319797,0.736040609137056
199,"neomorphic",0.546531302876481,0.0253807106598985,0.428087986463621,0.453468697123519,0.467005076142132,0.228426395939086,0.304568527918782,0.532994923857868,0.570219966159052,0.186125211505922,0.243654822335025,0.429780033840948
200,"transformational",0.336717428087986,0.0219966159052453,0.641285956006768,0.663282571912014,0.43824027072758,0.130287648054146,0.431472081218274,0.56175972927242,0.50253807106599,0.109983079526227,0.387478849407783,0.49746192893401
201,"neomorphic",0.28087986463621,0.0050761421319797,0.71404399323181,0.71912013536379,0.477157360406091,0.181049069373942,0.341793570219966,0.522842639593909,0.527918781725888,0.265651438240271,0.206429780033841,0.472081218274112
202,"neomorphic",0.289340101522843,0.0050761421319797,0.705583756345178,0.710659898477157,0.338409475465313,0.527918781725888,0.133671742808799,0.661590524534687,0.527918781725888,0.211505922165821,0.260575296108291,0.472081218274112
203,"neomorphic",0.101522842639594,0,0.898477157360406,0.898477157360406,0.439932318104907,0.248730964467005,0.311336717428088,0.560067681895093,0.274111675126904,0.00846023688663283,0.717428087986464,0.725888324873097
204,"neomorphic",0.263959390862944,0.00338409475465313,0.732656514382403,0.736040609137056,0.467005076142132,0.182741116751269,0.350253807106599,0.532994923857868,0.341793570219966,0.0406091370558376,0.617597292724196,0.658206429780034
205,"neomorphic",0.319796954314721,0.0186125211505922,0.661590524534687,0.680203045685279,0.406091370558376,0.385786802030457,0.208121827411168,0.593908629441624,0.538071065989848,0.282571912013536,0.179357021996616,0.461928934010152
206,"transformational",0.516074450084602,0.453468697123519,0.0304568527918782,0.483925549915398,0.463620981387479,0.155668358714044,0.380710659898477,0.536379018612521,0.428087986463621,0.0372250423011844,0.534686971235195,0.571912013536379
207,"neomorphic",0.820642978003384,0.174280879864636,0.0050761421319797,0.179357021996616,0.277495769881557,0.0524534686971235,0.67005076142132,0.722504230118443,0.22165820642978,0.00338409475465313,0.774957698815567,0.77834179357022
208,"neomorphic",0.11844331641286,0,0.88155668358714,0.88155668358714,0.463620981387479,0.292724196277496,0.243654822335025,0.536379018612521,0.445008460236887,0.065989847715736,0.489001692047377,0.554991539763113
209,"neomorphic",0.306260575296108,0.0050761421319797,0.688663282571912,0.693739424703892,0.49238578680203,0.145516074450085,0.362098138747885,0.50761421319797,0.587140439932318,0.164128595600677,0.248730964467005,0.412859560067682
210,"neomorphic",0.510998307952623,0.331641285956007,0.157360406091371,0.489001692047377,0.424703891708968,0.22673434856176,0.348561759729272,0.575296108291032,0.429780033840948,0.0727580372250423,0.49746192893401,0.570219966159052
211,"neomorphic",0.50253807106599,0.011844331641286,0.485617597292724,0.49746192893401,0.433164128595601,0.321489001692047,0.245346869712352,0.566835871404399,0.554991539763113,0.277495769881557,0.16751269035533,0.445008460236887
212,"neomorphic",0.0101522842639594,0,0.989847715736041,0.989847715736041,0.407783417935702,0.135363790186125,0.456852791878173,0.592216582064298,0.11844331641286,0,0.88155668358714,0.88155668358714
213,"neomorphic",0.0439932318104907,0,0.956006768189509,0.956006768189509,0.433164128595601,0.174280879864636,0.392554991539763,0.566835871404399,0.353637901861252,0.0186125211505922,0.627749576988156,0.646362098138748
214,"neomorphic",0.380710659898477,0.027072758037225,0.592216582064298,0.619289340101523,0.473773265651438,0.235194585448393,0.291032148900169,0.526226734348562,0.38409475465313,0.0761421319796954,0.539763113367174,0.61590524534687
215,"neomorphic",0.358714043993232,0.0152284263959391,0.626057529610829,0.641285956006768,0.431472081218274,0.255499153976311,0.313028764805415,0.568527918781726,0.38917089678511,0.089678510998308,0.521150592216582,0.61082910321489
216,"neomorphic",0.152284263959391,0,0.847715736040609,0.847715736040609,0.480541455160744,0.182741116751269,0.336717428087986,0.519458544839255,0.565143824027073,0.0947546531302876,0.34010152284264,0.434856175972927
217,"neomorphic",0.22165820642978,0,0.77834179357022,0.77834179357022,0.505922165820643,0.27580372250423,0.218274111675127,0.494077834179357,0.145516074450085,0,0.854483925549915,0.854483925549915
