"char","type","pZ0_eco1","pZ1_eco1","pZ2_eco1","pAff_eco1","pZ0_eco2","pZ1_eco2","pZ2_eco2","pAff_eco2","pZ0_eco3","pZ1_eco3","pZ2_eco3","pAff_eco3"
71,"transformational",0.700507614213198,0.0372250423011844,0.262267343485618,0.299492385786802,0.387478849407783,0.414551607445008,0.197969543147208,0.612521150592217,0.38917089678511,0.027072758037225,0.583756345177665,0.61082910321489
72,"neomorphic",0.3248730964467,0.0287648054145516,0.646362098138748,0.6751269035533,0.465313028764805,0.22165820642978,0.313028764805415,0.534686971235195,0.377326565143824,0.0575296108291032,0.565143824027073,0.622673434856176
73,"neomorphic",0.802030456852792,0.0406091370558376,0.157360406091371,0.197969543147208,0.439932318104907,0.392554991539763,0.16751269035533,0.560067681895093,0.56175972927242,0.182741116751269,0.255499153976311,0.43824027072758
74,"transformational",0.409475465313029,0.0101522842639594,0.580372250423012,0.590524534686971,0.428087986463621,0.357021996615905,0.214890016920474,0.571912013536379,0.478849407783418,0.401015228426396,0.120135363790186,0.521150592216582
75,"neomorphic",0.446700507614213,0.365482233502538,0.187817258883249,0.553299492385787,0.451776649746193,0.333333333333333,0.214890016920474,0.548223350253807,0.539763113367174,0.294416243654822,0.165820642978003,0.460236886632826
76,"neomorphic",0.72419627749577,0.0879864636209814,0.187817258883249,0.27580372250423,0.487309644670051,0.233502538071066,0.279187817258883,0.512690355329949,0.27072758037225,0.00846023688663283,0.720812182741117,0.72927241962775
77,"transformational",0.653130287648054,0.0304568527918782,0.316412859560068,0.346869712351946,0.428087986463621,0.336717428087986,0.235194585448393,0.571912013536379,0.499153976311337,0.0930626057529611,0.407783417935702,0.500846023688663
78,"neomorphic",0.641285956006768,0.111675126903553,0.247038917089679,0.358714043993232,0.463620981387479,0.223350253807107,0.313028764805415,0.536379018612521,0.358714043993232,0.0592216582064298,0.582064297800338,0.641285956006768
79,"neomorphic",0.225042301184433,0.774957698815567,0,0.774957698815567,0.478849407783418,0.252115059221658,0.269035532994924,0.521150592216582,0.585448392554992,0.0795262267343486,0.33502538071066,0.414551607445008
80,"neomorphic",0.436548223350254,0.126903553299492,0.436548223350254,0.563451776649746,0.453468697123519,0.289340101522843,0.257191201353638,0.546531302876481,0.517766497461929,0.267343485617597,0.214890016920474,0.482233502538071
81,"neomorphic",0.269035532994924,0.0219966159052453,0.708967851099831,0.730964467005076,0.445008460236887,0.406091370558376,0.148900169204738,0.554991539763113,0.284263959390863,0.0846023688663283,0.631133671742809,0.715736040609137
82,"neomorphic",0.49746192893401,0.0338409475465313,0.468697123519459,0.50253807106599,0.463620981387479,0.153976311336717,0.382402707275804,0.536379018612521,0.326565143824027,0.0169204737732657,0.656514382402707,0.673434856175973
