"runName","design","paramSet","chain","repId","metric","value_corrected","value_legacy","fracRootInside","nTrees","rdsPath"
"v4cross-b-pt5-rep04-aware","v4cross","v4b","aware",4,"falseClade_AB",0,0,NA,171,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep04/aware-rep04-result.rds"
"v4cross-b-pt5-rep04-aware","v4cross","v4b","aware",4,"falseInner",0,0,NA,171,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep04/aware-rep04-result.rds"
"v4cross-b-pt5-rep04-aware","v4cross","v4b","aware",4,"trueClade_A",1,0.742690058479532,NA,171,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep04/aware-rep04-result.rds"
"v4cross-b-pt5-rep04-aware","v4cross","v4b","aware",4,"trueClade_B",1,0.491228070175439,0,171,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep04/aware-rep04-result.rds"
"v4cross-b-pt5-rep04-aware","v4cross","v4b","aware",4,"trueClade_C",1,1,NA,171,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep04/aware-rep04-result.rds"
"v4cross-b-pt5-rep04-aware","v4cross","v4b","aware",4,"trueClade_D",1,0.865497076023392,0,171,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep04/aware-rep04-result.rds"
"v4cross-b-pt5-rep04-aware","v4cross","v4b","aware",4,"trueSister_AC",1,0.742690058479532,NA,171,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep04/aware-rep04-result.rds"
"v4cross-b-pt5-rep04-aware","v4cross","v4b","aware",4,"trueSister_BD",1,0.257309941520468,NA,171,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep04/aware-rep04-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"CID",0.0518297634497051,0.0518297634497051,NA,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"falseClade_AB",0,0,1,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"falseInner",0,0,NA,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"trueClade_A",1,1,1,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"trueClade_B",1,0.639344262295082,0,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"trueClade_C",1,0.639344262295082,0,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"trueClade_D",1,0.912568306010929,0,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"trueSister_AC",0.994535519125683,0.601092896174863,1,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-blind","v4cross","v4b","blind",5,"trueSister_BD",0.994535519125683,0.409836065573771,0,183,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/blind-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"CID",0.0426774574260589,0.0426774574260589,NA,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"falseClade_AB",0.00613496932515337,0.00613496932515337,NA,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"falseInner",0,0,NA,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"trueClade_A",1,1,NA,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"trueClade_B",1,1,0,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"trueClade_C",1,0.883435582822086,0,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"trueClade_D",1,0.43558282208589,0,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"trueSister_AC",0.98159509202454,0.779141104294479,NA,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
"v4cross-b-pt5-rep05-aware","v4cross","v4b","aware",5,"trueSister_BD",0.98159509202454,0.202453987730061,NA,163,"/nobackup/pjjg18/mkp-sim3-v4cross-b-pt5/results/rep05/aware-rep05-result.rds"
